1002,1001
1002,1002
1002,1003
1002,1004
1002,1005
1002,1006
1002,1007
1002,1008
1002,1009
1002,1010
1002,1011
1002,1012
1002,1013
1002,1014
1002,1015
1002,1016
1002,1017
1002,1018
1002,1019
1003,1020
1003,1021
1003,1022
1003,1023
1003,1024
1003,1025
1003,1026
1003,1027
1003,1028
1003,1029
1003,1030
1003,1031
1003,1032
1003,1033
1003,1034
1003,1036
1004,1007
1004,1008
1004,1009
1004,1010
1004,1011
1004,1012
1004,1013
1004,1014
1004,1015
1004,1016
1004,1017
1004,1018
1004,1019
1004,1020
1004,1021
1005,1001
1005,1002
1005,1003
1005,1004
1005,1005
1005,1006
1005,1007
1005,1008
1005,1009
1005,1010
1005,1011
1005,1012
1005,1013
1005,1014
1005,1015
1005,1016
1006,1003
1006,1004
1006,1005
1006,1006
1006,1007
1006,1008
1006,1009
1006,1010
1006,1011
1006,1012
1006,1013
1006,1014
1006,1015
1006,1016
1006,1017
1006,1018
1006,1019
1006,1020
1006,1021
1007,1001
1007,1002
1007,1003
1007,1004
1007,1005
1007,1006
1007,1007
1007,1008
1007,1009
1007,1010
1007,1011
1007,1012
1007,1013
1007,1014
1007,1015
1007,1016
1007,1017
1007,1018
1007,1019
1007,1020
1007,1021
1007,1022
1007,1023
1007,1024
1007,1025
1007,1026
1007,1027
1007,1028
1007,1029
1007,1030
1007,1031
1007,1032
1007,1033
1007,1034
1007,1035
1008,1001
1008,1002
1008,1003
1008,1004
1008,1005
1008,1006
1008,1007
1008,1008
1008,1009
1008,1010
1008,1011
1008,1012
1008,1013
1008,1014
1008,1015
1008,1016
1008,1017
1008,1018
1008,1019
1008,1020
1008,1021
1008,1022
1008,1023
1008,1024
1008,1025
1008,1026
1008,1027
1008,1028
1008,1029
1008,1030
1008,1031
1008,1032
1008,1033
1008,1034
1008,1035
